ScenarioFamily,Scenario,Year,CO2eq
CPP2,NDC_CPP2-RG,2025,419154.43857788586
CPP2,NDC_CPP2-RG,2026,408877.69640594634
CPP2,NDC_CPP2-RG,2027,394157.3701379897
CPP2,NDC_CPP2-RG,2028,388828.0157929717
CPP2,NDC_CPP2-RG,2029,376910.0054760947
CPP2,NDC_CPP2-RG,2030,366336.8920572083
CPP2,NDC_CPP2-RG,2031,359746.87829048285
CPP2,NDC_CPP2-RG,2032,346596.2863798295
CPP2,NDC_CPP2-RG,2033,336335.29200835456
CPP2,NDC_CPP2-RG,2034,328120.7670234304
CPP2,NDC_CPP2-RG,2035,319611.9858480403
CPP2,NDC_CPP2-RG,2036,319834.07123673597
CPP2,NDC_CPP2-RG,2037,313279.54420410795
CPP2,NDC_CPP2-RG,2038,305724.3330008677
CPP2,NDC_CPP2-RG,2039,299175.8936158561
CPP2,NDC_CPP2-RG,2040,292904.1456247956
CPP2,NDC_CPP2-RG,2041,303435.78201274056
CPP2,NDC_CPP2-RG,2042,308409.7879311414
CPP2,NDC_CPP2-RG,2043,300432.832412667
CPP2,NDC_CPP2-RG,2044,295894.6668757196
CPP2,NDC_CPP2-RG,2045,298732.44724024873
CPP2,NDC_CPP2-RG,2046,293442.6004897722
CPP2,NDC_CPP2-RG,2047,285905.6850939211
CPP2,NDC_CPP2-RG,2048,278674.59915041545
CPP2,NDC_CPP2-RG,2049,272373.1887544568
CPP2,NDC_CPP2-RG,2050,265789.9017483473
CPP2,NDC_CPP2-RG,2051,264766.71422946505
CPP2,NDC_CPP2-RG,2052,264364.5272472031
CPP2,NDC_CPP2-RG,2053,264590.0918941433
CPP2,NDC_CPP2-RG,2054,264755.5920887814
CPP2,NDC_CPP2-RG,2055,264804.20218564925
CPP3,NDC_CPP3-075-RG,2019,490783.1415413731
CPP3,NDC_CPP3-075-RG,2020,440403.0328916356
CPP3,NDC_CPP3-075-RG,2021,457383.5322805163
CPP3,NDC_CPP3-075-RG,2022,423332.9021713614
CPP3,NDC_CPP3-075-RG,2023,445907.58317444805
CPP3,NDC_CPP3-075-RG,2024,435926.1747721676
CPP3,NDC_CPP3-075-RG,2025,401777.5799749761
CPP3,NDC_CPP3-075-RG,2026,386308.4773094412
CPP3,NDC_CPP3-075-RG,2027,365933.24386667897
CPP3,NDC_CPP3-075-RG,2028,345778.4675862956
CPP3,NDC_CPP3-075-RG,2029,328506.5484112423
CPP3,NDC_CPP3-075-RG,2030,314209.9317183089
CPP3,NDC_CPP3-075-RG,2031,301533.99923067936
CPP3,NDC_CPP3-075-RG,2032,284368.77435063274
CPP3,NDC_CPP3-075-RG,2033,267431.4767114222
CPP3,NDC_CPP3-075-RG,2034,242312.56590169642
CPP3,NDC_CPP3-075-RG,2035,224793.25460978807
CPP3,NDC_CPP3-075-RG,2036,208586.21205904815
CPP3,NDC_CPP3-075-RG,2037,195345.06362565246
CPP3,NDC_CPP3-075-RG,2038,186745.4837374082
CPP3,NDC_CPP3-075-RG,2039,178175.9385066884
CPP3,NDC_CPP3-075-RG,2040,171390.18397964851
CPP3,NDC_CPP3-075-RG,2041,182742.09595748832
CPP3,NDC_CPP3-075-RG,2042,192050.83662537418
CPP3,NDC_CPP3-075-RG,2043,188752.68349351274
CPP3,NDC_CPP3-075-RG,2044,186070.53174550238
CPP3,NDC_CPP3-075-RG,2045,185555.3313778652
CPP3,NDC_CPP3-075-RG,2046,183385.2912770358
CPP3,NDC_CPP3-075-RG,2047,176234.29079439116
CPP3,NDC_CPP3-075-RG,2048,171160.23302604927
CPP3,NDC_CPP3-075-RG,2049,167027.59580513966
CPP3,NDC_CPP3-075-RG,2050,160658.16273111576
CPP3,NDC_CPP3-075-RG,2051,160791.1875766586
CPP3,NDC_CPP3-075-RG,2052,161519.4960875315
CPP3,NDC_CPP3-075-RG,2053,163621.9943827081
CPP3,NDC_CPP3-075-RG,2054,164759.81451719688
CPP3,NDC_CPP3-075-RG,2055,165232.297625281
CPP3,NDC_CPP3-0775-RG,2019,490761.60947139247
CPP3,NDC_CPP3-0775-RG,2020,440391.0967438341
CPP3,NDC_CPP3-0775-RG,2021,457375.1323872988
CPP3,NDC_CPP3-0775-RG,2022,424405.9809840192
CPP3,NDC_CPP3-0775-RG,2023,446872.54067719146
CPP3,NDC_CPP3-0775-RG,2024,436796.2697646923
CPP3,NDC_CPP3-0775-RG,2025,403690.67579679127
CPP3,NDC_CPP3-0775-RG,2026,386826.52099336695
CPP3,NDC_CPP3-0775-RG,2027,366797.1248527473
CPP3,NDC_CPP3-0775-RG,2028,347623.2181242774
CPP3,NDC_CPP3-0775-RG,2029,333537.35539800784
CPP3,NDC_CPP3-0775-RG,2030,319930.34205474396
CPP3,NDC_CPP3-0775-RG,2031,307671.6327585152
CPP3,NDC_CPP3-0775-RG,2032,291072.2178553668
CPP3,NDC_CPP3-0775-RG,2033,273442.9262619243
CPP3,NDC_CPP3-0775-RG,2034,257229.44361296642
CPP3,NDC_CPP3-0775-RG,2035,242663.49891467777
CPP3,NDC_CPP3-0775-RG,2036,226534.32391315344
CPP3,NDC_CPP3-0775-RG,2037,211080.36257546497
CPP3,NDC_CPP3-0775-RG,2038,196611.5564938849
CPP3,NDC_CPP3-0775-RG,2039,187909.36945768952
CPP3,NDC_CPP3-0775-RG,2040,179217.927843416
CPP3,NDC_CPP3-0775-RG,2041,189558.3347293323
CPP3,NDC_CPP3-0775-RG,2042,198473.1054958497
CPP3,NDC_CPP3-0775-RG,2043,195312.37114460644
CPP3,NDC_CPP3-0775-RG,2044,193445.0355447036
CPP3,NDC_CPP3-0775-RG,2045,194193.78111677396
CPP3,NDC_CPP3-0775-RG,2046,191778.35827996148
CPP3,NDC_CPP3-0775-RG,2047,186235.0628773441
CPP3,NDC_CPP3-0775-RG,2048,181516.67604510416
CPP3,NDC_CPP3-0775-RG,2049,177207.77886975536
CPP3,NDC_CPP3-0775-RG,2050,169689.8221961134
CPP3,NDC_CPP3-0775-RG,2051,170248.46615484307
CPP3,NDC_CPP3-0775-RG,2052,173746.24066445368
CPP3,NDC_CPP3-0775-RG,2053,175402.7186957217
CPP3,NDC_CPP3-0775-RG,2054,175879.63673457675
CPP3,NDC_CPP3-0775-RG,2055,176460.28677552304
CPP3,NDC_CPP3-08-RG,2019,490761.7184865014
CPP3,NDC_CPP3-08-RG,2020,440384.4714156759
CPP3,NDC_CPP3-08-RG,2021,457382.1407087737
CPP3,NDC_CPP3-08-RG,2022,424392.6708250484
CPP3,NDC_CPP3-08-RG,2023,446845.98354346835
CPP3,NDC_CPP3-08-RG,2024,436803.4133145426
CPP3,NDC_CPP3-08-RG,2025,404203.46343054494
CPP3,NDC_CPP3-08-RG,2026,387180.6110388506
CPP3,NDC_CPP3-08-RG,2027,367531.352638094
CPP3,NDC_CPP3-08-RG,2028,352895.07111652195
CPP3,NDC_CPP3-08-RG,2029,339218.60472837224
CPP3,NDC_CPP3-08-RG,2030,325376.6026903087
CPP3,NDC_CPP3-08-RG,2031,311983.31020291394
CPP3,NDC_CPP3-08-RG,2032,296247.37383818225
CPP3,NDC_CPP3-08-RG,2033,279705.75604329904
CPP3,NDC_CPP3-08-RG,2034,264435.3476167377
CPP3,NDC_CPP3-08-RG,2035,250967.41216821384
CPP3,NDC_CPP3-08-RG,2036,235937.5992738398
CPP3,NDC_CPP3-08-RG,2037,221729.56253957955
CPP3,NDC_CPP3-08-RG,2038,206403.79949804448
CPP3,NDC_CPP3-08-RG,2039,192384.18001785668
CPP3,NDC_CPP3-08-RG,2040,185615.06124156716
CPP3,NDC_CPP3-08-RG,2041,197707.46072868546
CPP3,NDC_CPP3-08-RG,2042,208012.2730269418
CPP3,NDC_CPP3-08-RG,2043,205283.33535433182
CPP3,NDC_CPP3-08-RG,2044,203173.14362822243
CPP3,NDC_CPP3-08-RG,2045,203115.3848931206
CPP3,NDC_CPP3-08-RG,2046,197973.61971927926
CPP3,NDC_CPP3-08-RG,2047,193178.1834501535
CPP3,NDC_CPP3-08-RG,2048,188004.93814866105
CPP3,NDC_CPP3-08-RG,2049,183982.6480416644
CPP3,NDC_CPP3-08-RG,2050,176909.69683214018
CPP3,NDC_CPP3-08-RG,2051,179052.2427311761
CPP3,NDC_CPP3-08-RG,2052,182318.5347307637
CPP3,NDC_CPP3-08-RG,2053,182831.3098570574
CPP3,NDC_CPP3-08-RG,2054,182910.2497902651
CPP3,NDC_CPP3-08-RG,2055,184263.0425389466
CPP3,NDC_CPP3-0825-RG,2019,490761.7091379924
CPP3,NDC_CPP3-0825-RG,2020,440386.1619431514
CPP3,NDC_CPP3-0825-RG,2021,457857.58651556104
CPP3,NDC_CPP3-0825-RG,2022,424395.50183451874
CPP3,NDC_CPP3-0825-RG,2023,447670.3594216055
CPP3,NDC_CPP3-0825-RG,2024,437456.10710406495
CPP3,NDC_CPP3-0825-RG,2025,417331.09179687337
CPP3,NDC_CPP3-0825-RG,2026,402726.94139041414
CPP3,NDC_CPP3-0825-RG,2027,370019.55949039495
CPP3,NDC_CPP3-0825-RG,2028,357417.590452504
CPP3,NDC_CPP3-0825-RG,2029,343795.5526077945
CPP3,NDC_CPP3-0825-RG,2030,329855.9219686072
CPP3,NDC_CPP3-0825-RG,2031,315883.2087244732
CPP3,NDC_CPP3-0825-RG,2032,300725.38025435613
CPP3,NDC_CPP3-0825-RG,2033,285441.185124018
CPP3,NDC_CPP3-0825-RG,2034,271463.45112038736
CPP3,NDC_CPP3-0825-RG,2035,258880.50944694533
CPP3,NDC_CPP3-0825-RG,2036,245601.12303636572
CPP3,NDC_CPP3-0825-RG,2037,232813.76417534362
CPP3,NDC_CPP3-0825-RG,2038,218893.87442138634
CPP3,NDC_CPP3-0825-RG,2039,202220.6184971635
CPP3,NDC_CPP3-0825-RG,2040,190555.26725433106
CPP3,NDC_CPP3-0825-RG,2041,203316.8009389398
CPP3,NDC_CPP3-0825-RG,2042,213989.97476275987
CPP3,NDC_CPP3-0825-RG,2043,210868.43037832328
CPP3,NDC_CPP3-0825-RG,2044,208668.2770848633
CPP3,NDC_CPP3-0825-RG,2045,208812.18963923104
CPP3,NDC_CPP3-0825-RG,2046,203168.32556194562
CPP3,NDC_CPP3-0825-RG,2047,196407.7043054981
CPP3,NDC_CPP3-0825-RG,2048,191723.12062127417
CPP3,NDC_CPP3-0825-RG,2049,187821.32213810066
CPP3,NDC_CPP3-0825-RG,2050,180364.46929620765
CPP3,NDC_CPP3-0825-RG,2051,182756.80787885495
CPP3,NDC_CPP3-0825-RG,2052,186609.54851506118
CPP3,NDC_CPP3-0825-RG,2053,188203.92123529807
CPP3,NDC_CPP3-0825-RG,2054,189510.13426089525
CPP3,NDC_CPP3-0825-RG,2055,191112.60452800352
CPP3,NDC_CPP3-085-RG,2019,490761.69941851054
CPP3,NDC_CPP3-085-RG,2020,440388.3377660044
CPP3,NDC_CPP3-085-RG,2021,457851.08504243277
CPP3,NDC_CPP3-085-RG,2022,424388.6169424391
CPP3,NDC_CPP3-085-RG,2023,447656.0907514186
CPP3,NDC_CPP3-085-RG,2024,437732.0157124956
CPP3,NDC_CPP3-085-RG,2025,417512.75300201273
CPP3,NDC_CPP3-085-RG,2026,403663.5835356011
CPP3,NDC_CPP3-085-RG,2027,388744.82295582665
CPP3,NDC_CPP3-085-RG,2028,375518.8528066278
CPP3,NDC_CPP3-085-RG,2029,362252.8323794322
CPP3,NDC_CPP3-085-RG,2030,348710.47821187536
CPP3,NDC_CPP3-085-RG,2031,323008.7628815833
CPP3,NDC_CPP3-085-RG,2032,305500.2289185406
CPP3,NDC_CPP3-085-RG,2033,290887.56944020314
CPP3,NDC_CPP3-085-RG,2034,278029.99229920376
CPP3,NDC_CPP3-085-RG,2035,265958.29480200657
CPP3,NDC_CPP3-085-RG,2036,253568.4006877194
CPP3,NDC_CPP3-085-RG,2037,241945.7763126565
CPP3,NDC_CPP3-085-RG,2038,229584.42288907984
CPP3,NDC_CPP3-085-RG,2039,212422.70403562047
CPP3,NDC_CPP3-085-RG,2040,198216.63089330716
CPP3,NDC_CPP3-085-RG,2041,209560.40253941008
CPP3,NDC_CPP3-085-RG,2042,220279.1816136416
CPP3,NDC_CPP3-085-RG,2043,217691.53724937758
CPP3,NDC_CPP3-085-RG,2044,215964.96465191484
CPP3,NDC_CPP3-085-RG,2045,216552.41750889676
CPP3,NDC_CPP3-085-RG,2046,211258.19430176372
CPP3,NDC_CPP3-085-RG,2047,204194.56998648864
CPP3,NDC_CPP3-085-RG,2048,199106.20323772193
CPP3,NDC_CPP3-085-RG,2049,195232.78799736217
CPP3,NDC_CPP3-085-RG,2050,189361.84439670196
CPP3,NDC_CPP3-085-RG,2051,189200.96782112325
CPP3,NDC_CPP3-085-RG,2052,190109.45532097167
CPP3,NDC_CPP3-085-RG,2053,191619.13191379322
CPP3,NDC_CPP3-085-RG,2054,193011.26718328305
CPP3,NDC_CPP3-085-RG,2055,194443.87994617634
CPP3,NDC_CPP3-0875-RG,2019,490791.5733982878
CPP3,NDC_CPP3-0875-RG,2020,440393.4478468175
CPP3,NDC_CPP3-0875-RG,2021,457852.89751188894
CPP3,NDC_CPP3-0875-RG,2022,424419.5786067835
CPP3,NDC_CPP3-0875-RG,2023,447679.6922435504
CPP3,NDC_CPP3-0875-RG,2024,437962.0951705088
CPP3,NDC_CPP3-0875-RG,2025,418262.9882307668
CPP3,NDC_CPP3-0875-RG,2026,405290.26441628387
CPP3,NDC_CPP3-0875-RG,2027,392066.5604048294
CPP3,NDC_CPP3-0875-RG,2028,379274.203697041
CPP3,NDC_CPP3-0875-RG,2029,366015.5180521442
CPP3,NDC_CPP3-0875-RG,2030,353106.8210246515
CPP3,NDC_CPP3-0875-RG,2031,337202.08374022454
CPP3,NDC_CPP3-0875-RG,2032,319363.4783835118
CPP3,NDC_CPP3-0875-RG,2033,294741.5283967944
CPP3,NDC_CPP3-0875-RG,2034,282147.5898908323
CPP3,NDC_CPP3-0875-RG,2035,269504.65252725803
CPP3,NDC_CPP3-0875-RG,2036,258324.8344636844
CPP3,NDC_CPP3-0875-RG,2037,247512.9794050801
CPP3,NDC_CPP3-0875-RG,2038,235876.2180731444
CPP3,NDC_CPP3-0875-RG,2039,223305.5017999797
CPP3,NDC_CPP3-0875-RG,2040,208400.97504158242
CPP3,NDC_CPP3-0875-RG,2041,214121.01022550408
CPP3,NDC_CPP3-0875-RG,2042,224287.7390435669
CPP3,NDC_CPP3-0875-RG,2043,222150.55050029382
CPP3,NDC_CPP3-0875-RG,2044,219080.5713124547
CPP3,NDC_CPP3-0875-RG,2045,219628.799073873
CPP3,NDC_CPP3-0875-RG,2046,214576.8517694714
CPP3,NDC_CPP3-0875-RG,2047,207823.55478656085
CPP3,NDC_CPP3-0875-RG,2048,201835.78586237688
CPP3,NDC_CPP3-0875-RG,2049,199110.2442725819
CPP3,NDC_CPP3-0875-RG,2050,200356.65584023902
CPP3,NDC_CPP3-0875-RG,2051,199642.89057861903
CPP3,NDC_CPP3-0875-RG,2052,199491.4483054855
CPP3,NDC_CPP3-0875-RG,2053,199345.62395002268
CPP3,NDC_CPP3-0875-RG,2054,199202.14656710546
CPP3,NDC_CPP3-0875-RG,2055,199062.53403480063
CPP3,NDC_CPP3-09-RG,2019,490792.4162644061
CPP3,NDC_CPP3-09-RG,2020,440396.53779543296
CPP3,NDC_CPP3-09-RG,2021,457865.901513281
CPP3,NDC_CPP3-09-RG,2022,424425.7013287784
CPP3,NDC_CPP3-09-RG,2023,447778.2011214526
CPP3,NDC_CPP3-09-RG,2024,438436.4805668043
CPP3,NDC_CPP3-09-RG,2025,418854.5553475307
CPP3,NDC_CPP3-09-RG,2026,411673.84577479755
CPP3,NDC_CPP3-09-RG,2027,399526.2538835279
CPP3,NDC_CPP3-09-RG,2028,387019.2364632383
CPP3,NDC_CPP3-09-RG,2029,373272.843655634
CPP3,NDC_CPP3-09-RG,2030,359756.76147003216
CPP3,NDC_CPP3-09-RG,2031,344111.3563777545
CPP3,NDC_CPP3-09-RG,2032,324429.63402451266
CPP3,NDC_CPP3-09-RG,2033,308875.4907679138
CPP3,NDC_CPP3-09-RG,2034,296734.5288492773
CPP3,NDC_CPP3-09-RG,2035,285037.20801409736
CPP3,NDC_CPP3-09-RG,2036,273870.3141831286
CPP3,NDC_CPP3-09-RG,2037,263544.72484940075
CPP3,NDC_CPP3-09-RG,2038,252550.79321862728
CPP3,NDC_CPP3-09-RG,2039,239512.33003155852
CPP3,NDC_CPP3-09-RG,2040,225244.41061902366
CPP3,NDC_CPP3-09-RG,2041,228581.3597532154
CPP3,NDC_CPP3-09-RG,2042,235287.58105577307
CPP3,NDC_CPP3-09-RG,2043,235953.41361290796
CPP3,NDC_CPP3-09-RG,2044,231285.36163260764
CPP3,NDC_CPP3-09-RG,2045,230598.88580193953
CPP3,NDC_CPP3-09-RG,2046,223842.51906080387
CPP3,NDC_CPP3-09-RG,2047,216373.7102659712
CPP3,NDC_CPP3-09-RG,2048,207592.4648862609
CPP3,NDC_CPP3-09-RG,2049,206094.27432191963
CPP3,NDC_CPP3-09-RG,2050,208126.15365857395
CPP3,NDC_CPP3-09-RG,2051,207035.4885673478
CPP3,NDC_CPP3-09-RG,2052,206423.51331730394
CPP3,NDC_CPP3-09-RG,2053,206277.1272975784
CPP3,NDC_CPP3-09-RG,2054,206133.6492591978
CPP3,NDC_CPP3-09-RG,2055,205994.25737823016
CPP3,NDC_CPP3-0925-RG,2019,490793.02102225175
CPP3,NDC_CPP3-0925-RG,2020,440397.5365046643
CPP3,NDC_CPP3-0925-RG,2021,457865.4595116512
CPP3,NDC_CPP3-0925-RG,2022,424425.84227636096
CPP3,NDC_CPP3-0925-RG,2023,447872.3643633334
CPP3,NDC_CPP3-0925-RG,2024,438506.76593810547
CPP3,NDC_CPP3-0925-RG,2025,418984.226643062
CPP3,NDC_CPP3-0925-RG,2026,412701.9522639468
CPP3,NDC_CPP3-0925-RG,2027,400898.54142293264
CPP3,NDC_CPP3-0925-RG,2028,388795.28715278755
CPP3,NDC_CPP3-0925-RG,2029,375387.45854398346
CPP3,NDC_CPP3-0925-RG,2030,361831.60649468953
CPP3,NDC_CPP3-0925-RG,2031,347234.846711125
CPP3,NDC_CPP3-0925-RG,2032,326539.334749696
CPP3,NDC_CPP3-0925-RG,2033,311410.0347423227
CPP3,NDC_CPP3-0925-RG,2034,299300.04418216005
CPP3,NDC_CPP3-0925-RG,2035,289296.91895951447
CPP3,NDC_CPP3-0925-RG,2036,278723.57620956696
CPP3,NDC_CPP3-0925-RG,2037,269262.4880309321
CPP3,NDC_CPP3-0925-RG,2038,259265.59015466567
CPP3,NDC_CPP3-0925-RG,2039,247373.9999544914
CPP3,NDC_CPP3-0925-RG,2040,234128.8818738587
CPP3,NDC_CPP3-0925-RG,2041,244869.92069273305
CPP3,NDC_CPP3-0925-RG,2042,251669.78780418236
CPP3,NDC_CPP3-0925-RG,2043,248193.7625428804
CPP3,NDC_CPP3-0925-RG,2044,246565.00202561275
CPP3,NDC_CPP3-0925-RG,2045,247207.98154772833
CPP3,NDC_CPP3-0925-RG,2046,238361.9371096942
CPP3,NDC_CPP3-0925-RG,2047,229463.77765503796
CPP3,NDC_CPP3-0925-RG,2048,223125.42757376365
CPP3,NDC_CPP3-0925-RG,2049,218456.0288260614
CPP3,NDC_CPP3-0925-RG,2050,221583.15803475038
CPP3,NDC_CPP3-0925-RG,2051,219841.87077994962
CPP3,NDC_CPP3-0925-RG,2052,218922.9986986544
CPP3,NDC_CPP3-0925-RG,2053,218778.16247220352
CPP3,NDC_CPP3-0925-RG,2054,218636.99203328704
CPP3,NDC_CPP3-0925-RG,2055,218499.9809686432
CPP3,NDC_CPP3-095-RG,2019,490793.68067683995
CPP3,NDC_CPP3-095-RG,2020,440409.0057220758
CPP3,NDC_CPP3-095-RG,2021,457879.7966433011
CPP3,NDC_CPP3-095-RG,2022,424427.3534583091
CPP3,NDC_CPP3-095-RG,2023,447879.3845996293
CPP3,NDC_CPP3-095-RG,2024,438509.4553789222
CPP3,NDC_CPP3-095-RG,2025,418966.76811400446
CPP3,NDC_CPP3-095-RG,2026,413244.65438561456
CPP3,NDC_CPP3-095-RG,2027,401629.89556854084
CPP3,NDC_CPP3-095-RG,2028,391330.1233744569
CPP3,NDC_CPP3-095-RG,2029,378200.7487793631
CPP3,NDC_CPP3-095-RG,2030,366614.1400039861
CPP3,NDC_CPP3-095-RG,2031,353623.59872827155
CPP3,NDC_CPP3-095-RG,2032,335712.3304530515
CPP3,NDC_CPP3-095-RG,2033,322150.33438625094
CPP3,NDC_CPP3-095-RG,2034,309950.07395944203
CPP3,NDC_CPP3-095-RG,2035,301260.96581974893
CPP3,NDC_CPP3-095-RG,2036,290699.4616604255
CPP3,NDC_CPP3-095-RG,2037,281167.62065781
CPP3,NDC_CPP3-095-RG,2038,273768.6476835583
CPP3,NDC_CPP3-095-RG,2039,267038.4295564547
CPP3,NDC_CPP3-095-RG,2040,260666.2278973383
CPP3,NDC_CPP3-095-RG,2041,271090.279387193
CPP3,NDC_CPP3-095-RG,2042,274619.0494586379
CPP3,NDC_CPP3-095-RG,2043,266165.9752544995
CPP3,NDC_CPP3-095-RG,2044,259547.82630603595
CPP3,NDC_CPP3-095-RG,2045,260170.20905484573
CPP3,NDC_CPP3-095-RG,2046,251314.87495215583
CPP3,NDC_CPP3-095-RG,2047,244284.54071344453
CPP3,NDC_CPP3-095-RG,2048,238041.87179873255
CPP3,NDC_CPP3-095-RG,2049,231755.82906324283
CPP3,NDC_CPP3-095-RG,2050,229230.31153930895
CPP3,NDC_CPP3-095-RG,2051,229077.48022413268
CPP3,NDC_CPP3-095-RG,2052,228929.62896192825
CPP3,NDC_CPP3-095-RG,2053,228786.96138252463
CPP3,NDC_CPP3-095-RG,2054,228647.48633171665
CPP3,NDC_CPP3-095-RG,2055,228511.07583689995
CPP3,NDC_CPP3-HG,2019,490794.0718070026
CPP3,NDC_CPP3-HG,2020,440413.65106257005
CPP3,NDC_CPP3-HG,2021,457833.483850943
CPP3,NDC_CPP3-HG,2022,424358.04277701455
CPP3,NDC_CPP3-HG,2023,447773.1401811718
CPP3,NDC_CPP3-HG,2024,438393.8107147022
CPP3,NDC_CPP3-HG,2025,421464.73821265093
CPP3,NDC_CPP3-HG,2026,419202.46798275074
CPP3,NDC_CPP3-HG,2027,408890.488661709
CPP3,NDC_CPP3-HG,2028,400567.9485730396
CPP3,NDC_CPP3-HG,2029,391362.75935558166
CPP3,NDC_CPP3-HG,2030,380725.45383324806
CPP3,NDC_CPP3-HG,2031,369273.91641206143
CPP3,NDC_CPP3-HG,2032,351921.86111568986
CPP3,NDC_CPP3-HG,2033,339328.47575570905
CPP3,NDC_CPP3-HG,2034,328633.99192882614
CPP3,NDC_CPP3-HG,2035,322194.26512132114
CPP3,NDC_CPP3-HG,2036,314699.484890983
CPP3,NDC_CPP3-HG,2037,308769.88396938355
CPP3,NDC_CPP3-HG,2038,304254.29854194866
CPP3,NDC_CPP3-HG,2039,300396.08646770986
CPP3,NDC_CPP3-HG,2040,297188.370811308
CPP3,NDC_CPP3-HG,2041,311728.7455048977
CPP3,NDC_CPP3-HG,2042,319596.2927960483
CPP3,NDC_CPP3-HG,2043,317560.65415878425
CPP3,NDC_CPP3-HG,2044,316137.35640429
CPP3,NDC_CPP3-HG,2045,322043.1218936022
CPP3,NDC_CPP3-HG,2046,319535.0042373253
CPP3,NDC_CPP3-HG,2047,313111.65212686156
CPP3,NDC_CPP3-HG,2048,307893.8121139134
CPP3,NDC_CPP3-HG,2049,303865.4651205585
CPP3,NDC_CPP3-HG,2050,299304.1441084133
CPP3,NDC_CPP3-HG,2051,296280.3242815085
CPP3,NDC_CPP3-HG,2052,299731.89963552775
CPP3,NDC_CPP3-HG,2053,300874.1240844955
CPP3,NDC_CPP3-HG,2054,301899.6077915333
CPP3,NDC_CPP3-HG,2055,302977.6469282297
CPP3,NDC_CPP3-LG,2019,490807.96594742883
CPP3,NDC_CPP3-LG,2020,440415.38031388074
CPP3,NDC_CPP3-LG,2021,457971.5525000937
CPP3,NDC_CPP3-LG,2022,424543.42866755876
CPP3,NDC_CPP3-LG,2023,448037.5842116085
CPP3,NDC_CPP3-LG,2024,438695.14231793105
CPP3,NDC_CPP3-LG,2025,415571.3997851856
CPP3,NDC_CPP3-LG,2026,409108.28553525417
CPP3,NDC_CPP3-LG,2027,394808.75968008867
CPP3,NDC_CPP3-LG,2028,381826.4931687913
CPP3,NDC_CPP3-LG,2029,366321.3093671968
CPP3,NDC_CPP3-LG,2030,353613.8249006597
CPP3,NDC_CPP3-LG,2031,338466.7952459999
CPP3,NDC_CPP3-LG,2032,317882.9274568785
CPP3,NDC_CPP3-LG,2033,301805.1018716672
CPP3,NDC_CPP3-LG,2034,287104.50615078316
CPP3,NDC_CPP3-LG,2035,275475.25244595413
CPP3,NDC_CPP3-LG,2036,261543.0225869502
CPP3,NDC_CPP3-LG,2037,249181.71478235748
CPP3,NDC_CPP3-LG,2038,237657.850815706
CPP3,NDC_CPP3-LG,2039,226165.46500262435
CPP3,NDC_CPP3-LG,2040,216548.80065868315
CPP3,NDC_CPP3-LG,2041,224972.55049439592
CPP3,NDC_CPP3-LG,2042,230396.27876566045
CPP3,NDC_CPP3-LG,2043,220826.92875621567
CPP3,NDC_CPP3-LG,2044,213687.10250203504
CPP3,NDC_CPP3-LG,2045,213542.841175831
CPP3,NDC_CPP3-LG,2046,206435.21679865828
CPP3,NDC_CPP3-LG,2047,194229.71479847794
CPP3,NDC_CPP3-LG,2048,184208.8057111841
CPP3,NDC_CPP3-LG,2049,175579.38594154862
CPP3,NDC_CPP3-LG,2050,167115.811808353
CPP3,NDC_CPP3-LG,2051,163878.26550429923
CPP3,NDC_CPP3-LG,2052,164324.42228260552
CPP3,NDC_CPP3-LG,2053,165007.3394666361
CPP3,NDC_CPP3-LG,2054,166982.06584979434
CPP3,NDC_CPP3-LG,2055,169302.5007855564
CPP3,NDC_CPP3-RG,2019,490794.0105343795
CPP3,NDC_CPP3-RG,2020,440412.68835314113
CPP3,NDC_CPP3-RG,2021,457886.5763576616
CPP3,NDC_CPP3-RG,2022,424427.2606783274
CPP3,NDC_CPP3-RG,2023,447881.6643205838
CPP3,NDC_CPP3-RG,2024,438518.7459712423
CPP3,NDC_CPP3-RG,2025,418962.43438465736
CPP3,NDC_CPP3-RG,2026,414519.28159578895
CPP3,NDC_CPP3-RG,2027,403141.4979743397
CPP3,NDC_CPP3-RG,2028,393369.63439217355
CPP3,NDC_CPP3-RG,2029,382244.5315199759
CPP3,NDC_CPP3-RG,2030,371135.51760102273
CPP3,NDC_CPP3-RG,2031,358570.2867344887
CPP3,NDC_CPP3-RG,2032,340642.33240603737
CPP3,NDC_CPP3-RG,2033,326749.04024932114
CPP3,NDC_CPP3-RG,2034,315364.600827586
CPP3,NDC_CPP3-RG,2035,307108.380878531
CPP3,NDC_CPP3-RG,2036,297761.1706689355
CPP3,NDC_CPP3-RG,2037,288701.9701235989
CPP3,NDC_CPP3-RG,2038,281410.4527540969
CPP3,NDC_CPP3-RG,2039,274421.7519344057
CPP3,NDC_CPP3-RG,2040,270602.102521355
CPP3,NDC_CPP3-RG,2041,284910.00498444354
CPP3,NDC_CPP3-RG,2042,296041.36057164764
CPP3,NDC_CPP3-RG,2043,292680.923757819
CPP3,NDC_CPP3-RG,2044,290877.8349697303
CPP3,NDC_CPP3-RG,2045,296874.9959169581
CPP3,NDC_CPP3-RG,2046,293380.43208389124
CPP3,NDC_CPP3-RG,2047,284695.64482326567
CPP3,NDC_CPP3-RG,2048,276874.86237098643
CPP3,NDC_CPP3-RG,2049,270576.25719700387
CPP3,NDC_CPP3-RG,2050,264113.72055008926
CPP3,NDC_CPP3-RG,2051,260359.14927639777
